RmType,Technical,Term,Subject,CourseName,Section,DaysMet,DaysWK,Duration,HoursPerWeek,Building,RmID,Enrollment,SeatCapacity
Auditorium,0,2016-2Spring,PHYS,PHYS 23400,1,MWF,3,1,3,KPTC,KPTC 106,99,0.48
Auditorium,0,2016-2Spring,PHYS,PHYS 13300,BB,TR,2,1.5,3,KPTC,KPTC 106,99,0.48
Auditorium,0,2016-2Spring,PHSC,PHSC 11000,0,MWF,3,1,3,HGS,HGS 101,99,0.92
Auditorium,0,2016-2Spring,PLSC,PLSC 28900,1,MW,2,1.5,3,K,K 107,92,0.32
Auditorium,0,2016-2Spring,STAT,STAT 23400,2,TR,2,1.5,3,HGS,HGS 101,90,0.83
Auditorium,0,2016-2Spring,NEHC,NEHC 20013,1,TR,2,1.5,3,HGS,HGS 101,86,0.8
Auditorium,0,2016-2Spring,PHYS,PHYS 21103,1,W,1,1.5,1.5,KPTC,KPTC 120,81,0.81
Auditorium,0,2016-2Spring,PHYS,PHYS 22700,1,MWF,3,1,3,HGS,HGS 101,78,0.72
Auditorium,0,2016-2Spring,STAT,STAT 25100,1,TR,2,1.5,3,HGS,HGS 101,77,0.71
Auditorium,0,2016-2Spring,MATH,MATH 53016,1,M,1,2.5,2.5,HGS,HGS 101,73,0.68
LectureXL,0,2016-2Spring,PHYS,PHYS 13300,AA,MWF,3,1,3,KPTC,KPTC 106,65,0.31
LectureXL,0,2016-2Spring,PHYS,PHYS 22000,1,MWF,3,1,3,KPTC,KPTC 120,41,0.41
LectureXL,0,2016-2Spring,PHYS,PHYS 14300,AA,MWF,3,1,3,KPTC,KPTC 120,38,0.38
LectureXL,0,2016-2Spring,CHEM,CHEM 12300,0,MWF,3,1,3,K,K 120,38,0.22
LectureLg,0,2016-2Spring,PHYS,PHYS 23400,,M,1,1,1,KPTC,KPTC 120,33,0.33
LectureLg,0,2016-2Spring,PHYS,PHYS 14300,BB,TR,2,1.5,3,KPTC,KPTC 120,29,0.29
LectureLg,0,2016-2Spring,PHYS,PHYS 12300,,M,1,1,1,KPTC,KPTC 120,22,0.22
LectureLg,0,2016-2Spring,GEOS,GEOS 13300,1,MWF,3,1,3,HGS,HGS 101,22,0.2
LectureLg,0,2016-2Spring,PHSC,PHSC 12620,0,TR,2,1.5,3,HGS,HGS 101,21,0.19
LectureMed,0,2016-2Spring,PHYS,PHYS 13300,,W,1,1,1,KPTC,KPTC 120,20,0.2
LectureMed,0,2016-2Spring,CHEM,CHEM 26800,1,TR,2,1.5,3,K,K 120,20,0.11
LectureMed,0,2016-2Spring,CHEM,CHEM 23200,0,TR,2,1.5,3,K,K 120,19,0.11
LectureMed,0,2016-2Spring,PHYS,PHYS 13300,,T,1,1,1,KPTC,KPTC 120,17,0.17
Seminar,0,2016-2Spring,PHSC,PHSC 50200,1,W,1,3,3,K,K 120,15,0.09
Seminar,0,2016-2Spring,GEOS,GEOS 23400,0,MWF,3,1,3,K,K 107,10,0.03
Seminar,0,2016-2Spring,PHSC,PHSC 12720,0,MWF,3,1,3,HGS,HGS 101,8,0.07
Seminar,0,2016-2Spring,PHSC,PHSC 13400,0,MWF,3,1,3,K,K 107,271,0.95
AuditoriumLg,0,2016-2Spring,PLSC,PLSC 28701,1,MW,2,1.5,3,K,K 107,191,0.67
AuditoriumLg,0,2016-2Spring,CHEM,CHEM 11300,1,MWF,3,1,3,K,K 107,190,0.66
AuditoriumLg,0,2016-2Spring,SOSC,SOSC 14300,1,R,1,1.5,1.5,K,K 107,159,0.56
AuditoriumLg,0,2016-2Spring,CHEM,CHEM 22200,0,TR,2,1.5,3,K,K 107,145,0.51
AuditoriumLg,0,2016-2Spring,PHYS,PHYS 12300,0,TR,2,1.5,3,KPTC,KPTC 106,130,0.63
AuditoriumLg,0,2016-2Spring,CHEM,CHEM 11300,2,MWF,3,1,3,K,K 120,115,0.66
AuditoriumLg,0,2016-2Spring,SOCI,SOCI 20106,1,MW,2,1.5,3,KPTC,KPTC 106,114,0.55
AuditoriumLg,0,2016-2Spring,PBPL,PBPL 26400,1,TR,2,1.5,3,K,K 120,103,0.59
LectureXL,0,2016-2Spring,PHYS,PHYS 35200,1,TR,2,1.5,3,KPTC,KPTC 103,50,1.02
LectureXL,0,2016-2Spring,CMSC,CMSC 25020,1,MWF,3,1,3,K,K 101,47,0.71
LectureXL,0,2016-2Spring,PHYS,PHYS 32300,1,MW,2,1.5,3,KPTC,KPTC 105,38,0.78
LectureXL,0,2016-2Spring,CHEM,CHEM 50002,1,W,1,1.5,1.5,K,K 101,38,0.58
LectureLg,0,2016-2Spring,MATH,MATH 19520,59,MWF,3,1,3,K,K 102,34,0.52
LectureLg,0,2016-2Spring,PHYS,PHYS 23400,,M,1,1,1,KPTC,KPTC 103,33,0.67
LectureLg,0,2016-2Spring,PHYS,PHYS 23400,,M,1,1,1,KPTC,KPTC 105,33,0.67
LectureLg,0,2016-2Spring,MATH,MATH 19520,55,MWF,3,1,3,HGS,HGS 184,33,0.94
LectureLg,0,2016-2Spring,PHYS,PHYS 37100,1,MW,2,1.5,3,KPTC,KPTC 105,32,0.65
LectureLg,0,2016-2Spring,MATH,MATH 19520,49,MWF,3,1,3,HGS,HGS 184,31,0.89
LectureLg,0,2016-2Spring,CHEM,CHEM 20200,1,MWF,3,1,3,K,K 102,29,0.44
LectureLg,0,2016-2Spring,PSYC,PSYC 20400,4,R,1,1.5,1.5,HGS,HGS 184,28,0.8
LectureLg,0,2016-2Spring,PHYS,PHYS 22700,,W,1,1.5,1.5,KPTC,KPTC 101,26,0.87
LectureLg,0,2016-2Spring,PHYS,PHYS 22700,,W,1,1.5,1.5,KPTC,KPTC 103,26,0.53
LectureLg,0,2016-2Spring,PHYS,PHYS 22700,,W,1,1.5,1.5,KPTC,KPTC 105,26,0.53
LectureLg,0,2016-2Spring,MATH,MATH 15300,50,TR,2,1.5,3,HGS,HGS 184,26,0.74
LectureLg,0,2016-2Spring,CHEM,CHEM 26300,1,MWF,3,1,3,K,K 102,25,0.38
LectureLg,0,2016-2Spring,PHYS,PHYS 23700,1,MWF,3,1,3,KPTC,KPTC 103,23,0.47
LectureLg,0,2016-2Spring,PHYS,PHYS 12300,,M,1,1,1,C,C 104,22,0.73
LectureLg,0,2016-2Spring,PHYS,PHYS 12300,,M,1,1,1,C,C 112,22,0.73
LectureLg,0,2016-2Spring,PHYS,PHYS 12300,,M,1,1,1,KPTC,KPTC 101,22,0.73
LectureLg,0,2016-2Spring,PHYS,PHYS 12300,,M,1,1,1,KPTC,KPTC 103,22,0.45
LectureLg,0,2016-2Spring,PHYS,PHYS 12300,,M,1,1,1,KPTC,KPTC 105,22,0.45
LectureLg,0,2016-2Spring,PHYS,PHYS 22000,,R,1,1,1,KPTC,KPTC 103,21,0.43
LectureLg,0,2016-2Spring,PHYS,PHYS 22000,,R,1,1,1,KPTC,KPTC 105,21,0.43
LectureMed,0,2016-2Spring,PHYS,PHYS 13300,,W,1,1,1,C,C 112,20,0.67
LectureMed,0,2016-2Spring,PHYS,PHYS 13300,,W,1,1,1,KPTC,KPTC 101,20,0.67
LectureMed,0,2016-2Spring,PHYS,PHYS 13300,,W,1,1,1,KPTC,KPTC 103,20,0.41
LectureMed,0,2016-2Spring,PHYS,PHYS 13300,,W,1,1,1,KPTC,KPTC 105,20,0.41
LectureMed,0,2016-2Spring,PHYS,PHYS 22600,1,TR,2,1.5,3,KPTC,KPTC 105,19,0.39
LectureMed,0,2016-2Spring,PHYS,PHYS 14300,,T,1,1,1,KPTC,KPTC 103,19,0.39
LectureMed,0,2016-2Spring,PHYS,PHYS 14300,,T,1,1,1,KPTC,KPTC 105,19,0.39
LectureMed,0,2016-2Spring,CHEM,CHEM 30900,1,TR,2,1.5,3,K,K 102,19,0.29
LectureMed,0,2016-2Spring,PHYS,PHYS 36300,1,MW,2,1.5,3,KPTC,KPTC 105,17,0.35
LectureMed,0,2016-2Spring,PHYS,PHYS 13300,,T,1,1,1,KPTC,KPTC 101,17,0.57
LectureMed,0,2016-2Spring,PHYS,PHYS 13300,,T,1,1,1,KPTC,KPTC 103,17,0.35
LectureMed,0,2016-2Spring,PHYS,PHYS 13300,,T,1,1,1,KPTC,KPTC 105,17,0.35
Seminar,0,2016-2Spring,PHYS,PHYS 14300,,W,1,1,1,KPTC,KPTC 103,15,0.31
Seminar,0,2016-2Spring,PHYS,PHYS 14300,,W,1,1,1,KPTC,KPTC 105,15,0.31
Seminar,0,2016-2Spring,HIST,HIST 13700,5,TR,2,1.5,3,KPTC,KPTC 101,15,0.5
Seminar,0,2016-2Spring,MATH,MATH 15300,20,TR,2,1.5,3,HGS,HGS 184,14,0.4
Seminar,0,2016-2Spring,GEOS,GEOS 21200,1,TR,2,1.5,3,HGS,HGS 184,13,0.37
Seminar,0,2016-2Spring,PHYS,PHYS 42100,1,TR,2,1.5,3,KPTC,KPTC 103,12,0.24
Seminar,0,2016-2Spring,MATH,MATH 15300,41,MWF,3,1,3,KPTC,KPTC 101,12,0.4
Seminar,0,2016-2Spring,CHEM,CHEM 39100,1,MWF,3,1,3,K,K 101,12,0.18
Seminar,0,2016-2Spring,PHYS,PHYS 36700,1,TR,2,1.5,3,KPTC,KPTC 105,11,0.22
Seminar,0,2016-2Spring,CHEM,CHEM 22200,1,F,1,1,1,K,K 101,11,0.17
Seminar,0,2016-2Spring,PHYS,PHYS 48400,1,TR,2,1.5,3,KPTC,KPTC 103,10,0.2
Seminar,0,2016-2Spring,PHYS,PHYS 44500,1,WF,2,1.5,3,KPTC,KPTC 101,10,0.33
Seminar,0,2016-2Spring,CHEM,CHEM 22200,9,M,1,1,1,K,K 101,10,0.15
Seminar,0,2016-2Spring,CHEM,CHEM 22200,2,F,1,1,1,K,K 102,10,0.15
Seminar,0,2016-2Spring,ASTR,ASTR 28200,1,MF,1,1.5,1.5,HGS,HGS 184,10,0.29
Seminar,0,2016-2Spring,CMSC,CMSC 35050,1,MWF,3,1,3,K,K 101,9,0.14
Seminar,0,2016-2Spring,CHEM,CHEM 38700,1,TR,2,1.5,3,K,K 101,9,0.14
Seminar,0,2016-2Spring,CHEM,CHEM 22200,17,W,1,1,1,K,K 101,8,0.12
Seminar,0,2016-2Spring,CHEM,CHEM 22200,6,R,1,1,1,K,K 102,8,0.12
Seminar,0,2016-2Spring,CHEM,CHEM 22200,10,M,1,1,1,K,K 102,8,0.12
Seminar,0,2016-2Spring,CHEM,CHEM 22200,14,T,1,1,1,K,K 102,8,0.12
Seminar,0,2016-2Spring,CHEM,CHEM 22200,5,R,1,1,1,K,K 101,7,0.11
Seminar,0,2016-2Spring,CHEM,CHEM 22200,13,T,1,1,1,K,K 101,7,0.11
Seminar,0,2016-2Spring,CHEM,CHEM 22200,18,W,1,1,1,K,K 102,6,0.09
Seminar,0,2016-2Spring,CHEM,CHEM 22700,1,M,1,1,1,K,K 102,5,0.08
Seminar,0,2016-2Spring,CHEM,CHEM 36500,1,TR,2,1.5,3,K,K 102,4,0.06
Seminar,0,2016-2Spring,CHEM,CHEM 36700,1,TR,2,1.5,3,K,K 101,3,0.05
Seminar,0,2016-2Spring,ASTR,ASTR 35800,1,MF,1,1.5,1.5,HGS,HGS 184,2,0.06
LectureXL,0,2016-2Spring,HIST,HIST 23706,1,MW,2,1.5,3,K,K 120,61,0.35
LectureMed,0,2016-2Spring,CHEM,CHEM 11300,17,W,1,1.5,1.5,K,K 103,19,0.76
LectureMed,0,2016-2Spring,CHEM,CHEM 11300,2,F,1,1.5,1.5,K,K 106,19,0.76
LectureMed,0,2016-2Spring,CHEM,CHEM 11300,10,M,1,1.5,1.5,K,K 106,19,0.76
LectureMed,0,2016-2Spring,CHEM,CHEM 11300,5,R,1,1.5,1.5,K,K 103,18,0.72
LectureMed,0,2016-2Spring,CHEM,CHEM 11300,9,M,1,1.5,1.5,K,K 103,18,0.72
LectureMed,0,2016-2Spring,CHEM,CHEM 11300,13,T,1,1.5,1.5,K,K 103,18,0.72
LectureMed,0,2016-2Spring,CHEM,CHEM 11300,29,M,1,1,1,K,K 103,18,0.72
LectureMed,0,2016-2Spring,CHEM,CHEM 11300,6,R,1,1.5,1.5,K,K 106,18,0.72
LectureMed,0,2016-2Spring,CHEM,CHEM 11300,18,W,1,1.5,1.5,K,K 106,18,0.72
LectureMed,0,2016-2Spring,CHEM,CHEM 11300,30,M,1,1,1,K,K 106,18,0.72
Seminar,0,2016-2Spring,CHEM,CHEM 11300,1,F,1,1.5,1.5,K,K 103,16,0.64
Seminar,0,2016-2Spring,CHEM,CHEM 11300,21,F,1,1,1,K,K 103,15,0.6
Seminar,0,2016-2Spring,CHEM,CHEM 11300,14,T,1,1.5,1.5,K,K 106,15,0.6
Seminar,0,2016-2Spring,CHEM,CHEM 12300,43,M,1,1,1,K,K 103,14,0.56
Seminar,0,2016-2Spring,CHEM,CHEM 12300,42,R,1,1,1,K,K 103,13,0.52
Seminar,0,2016-2Spring,CHEM,CHEM 11300,26,R,1,1,1,K,K 106,13,0.52
Seminar,0,2016-2Spring,CHEM,CHEM 11300,25,R,1,1,1,K,K 103,12,0.48
Seminar,0,2016-2Spring,CHEM,CHEM 11300,22,F,1,1,1,K,K 106,12,0.48
Seminar,0,2016-2Spring,CHEM,CHEM 22200,19,W,1,1,1,K,K 103,11,0.44
Seminar,0,2016-2Spring,CHEM,CHEM 11300,34,T,1,1,1,K,K 106,11,0.44
Seminar,0,2016-2Spring,GEOS,GEOS 36800,1,W,1,2,2,HGS,HGS 158,10,0.67
Seminar,0,2016-2Spring,CHEM,CHEM 22200,3,F,1,1,1,K,K 103,10,0.4
Seminar,0,2016-2Spring,CHEM,CHEM 22200,11,M,1,1,1,K,K 103,10,0.4
Seminar,0,2016-2Spring,CHEM,CHEM 11300,35,W,1,1,1,K,K 103,10,0.4
Seminar,0,2016-2Spring,CHEM,CHEM 23200,23,M,1,1,1,K,K 106,8,0.32
Seminar,0,2016-2Spring,CHEM,CHEM 22200,7,R,1,1,1,K,K 103,8,0.32
Seminar,0,2016-2Spring,CHEM,CHEM 22200,8,R,1,1,1,K,K 106,8,0.32
Seminar,0,2016-2Spring,CHEM,CHEM 11300,33,T,1,1,1,K,K 103,8,0.32
Seminar,0,2016-2Spring,CHEM,CHEM 23200,24,T,1,1,1,K,K 106,7,0.28
Seminar,0,2016-2Spring,CHEM,CHEM 22200,15,T,1,1,1,K,K 103,7,0.28
Seminar,0,2016-2Spring,CHEM,CHEM 22200,20,W,1,1,1,K,K 106,7,0.28
Seminar,0,2016-2Spring,GEOS,GEOS 35100,1,TR,2,1.5,3,HGS,HGS 201,6,0.3
Seminar,0,2016-2Spring,CHEM,CHEM 12300,41,F,1,1,1,K,K 103,6,0.24
Seminar,0,2016-2Spring,CHEM,CHEM 11300,36,W,1,1,1,K,K 106,6,0.24
Seminar,0,2016-2Spring,STAT,STAT 48100,1,TR,2,1.5,3,K,K 106,5,0.2
Seminar,0,2016-2Spring,GEOS,GEOS 24250,1,MW,2,1.5,3,HGS,HGS 180,5,0.28
Seminar,0,2016-2Spring,CHEM,CHEM 12300,44,T,1,1,1,K,K 103,5,0.2
Seminar,0,2016-2Spring,CHEM,CHEM 23200,21,F,1,1,1,K,K 106,4,0.16
Seminar,0,2016-2Spring,CHEM,CHEM 11300,45,W,1,1,1,K,K 103,4,0.16
Seminar,0,2016-2Spring,MATH,MATH 13300,XX,TR,2,1.5,3,HGS,HGS 180,0,1
Teaching LabLg,1,2016-2Spring,PHSC,PHSC 11000,2,M,1,2,2,HGS,HGS 430,21,1.05
Teaching LabLg,1,2016-2Spring,PHSC,PHSC 11000,3,T,1,2,2,HGS,HGS 430,21,1.05
Teaching LabLg,1,2016-2Spring,PHSC,PHSC 11000,5,W,1,2,2,HGS,HGS 430,21,1.05
Teaching Lab,1,2016-2Spring,PHYS,PHYS 12300,5,R,1,4,4,KPTC,KPTC 116,20,0.91
Teaching Lab,1,2016-2Spring,PHSC,PHSC 11000,4,T,1,2,2,HGS,HGS 430,20,1
Teaching LabMed,1,2016-2Spring,PHYS,PHYS 13300,13,W,1,4,4,KPTC,KPTC 109,19,0.95
Teaching LabMed,1,2016-2Spring,PHYS,PHYS 12300,2,T,1,4,4,KPTC,KPTC 116,19,0.86
Teaching LabMed,1,2016-2Spring,CHEM,CHEM 11300,,F,1,4,4,K,K 201,19,1.19
Teaching LabMed,1,2016-2Spring,CHEM,CHEM 11300,,M,1,4,4,K,K 202,19,1.19
Teaching LabMed,1,2016-2Spring,CHEM,CHEM 11300,,W,1,4,4,K,K 202,19,1.19
Teaching LabMed,1,2016-2Spring,PHYS,PHYS 13300,16,F,1,4,4,KPTC,KPTC 109,18,0.9
Teaching LabMed,1,2016-2Spring,PHYS,PHYS 12300,1,T,1,4,4,KPTC,KPTC 116,18,0.82
Teaching LabMed,1,2016-2Spring,CHEM,CHEM 11300,,T,1,4,4,K,K 201,18,1.13
Teaching LabMed,1,2016-2Spring,CHEM,CHEM 11300,,W,1,4,4,K,K 201,18,1.13
Teaching LabMed,1,2016-2Spring,CHEM,CHEM 11300,,R,1,4,4,K,K 201,18,1.13
Teaching LabMed,1,2016-2Spring,CHEM,CHEM 11300,,T,1,4,4,K,K 202,18,1.13
Teaching LabMed,1,2016-2Spring,CHEM,CHEM 11300,,F,1,4,4,K,K 202,18,1.13
Teaching LabMed,1,2016-2Spring,CHEM,CHEM 11300,,W,1,4,4,K,K 211,18,1.13
Teaching LabMed,1,2016-2Spring,CHEM,CHEM 11300,,W,1,4,4,K,K 212,18,1.13
Teaching LabMed,1,2016-2Spring,PHYS,PHYS 12300,4,W,1,4,4,KPTC,KPTC 116,17,0.77
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,1,T,1,4,4,KPTC,KPTC 107,16,0.8
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,14,R,1,4,4,KPTC,KPTC 109,16,0.8
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,15,R,1,4,4,KPTC,KPTC 109,16,0.8
Teaching LabSm,1,2016-2Spring,PHSC,PHSC 11000,1,M,1,2,2,HGS,HGS 430,16,0.8
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,M,1,4,4,K,K 201,16,1
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,11,T,1,4,4,KPTC,KPTC 109,15,0.75
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,R,1,4,4,K,K 202,15,0.94
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,M,1,4,4,K,K 211,15,0.94
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,12,T,1,4,4,KPTC,KPTC 109,14,0.7
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 12300,8,F,1,4,4,KPTC,KPTC 116,14,0.64
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 12300,,W,1,4,4,K,K 205,14,0.88
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 12300,,T,1,4,4,K,K 205,13,0.81
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,T,1,4,4,K,K 212,13,0.81
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 12300,7,F,1,4,4,KPTC,KPTC 116,12,0.55
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,T,1,4,4,K,K 211,12,0.75
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,M,1,4,4,K,K 212,12,0.75
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 12300,6,R,1,4,4,KPTC,KPTC 116,11,0.5
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,M,1,4,4,K,K 301,11,0.69
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,F,1,4,4,K,K 311,11,0.69
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,R,1,4,4,K,K 212,11,0.69
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 14300,1,T,1,4,4,KPTC,KPTC 216,10,0.63
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 14300,3,R,1,4,4,KPTC,KPTC 216,10,0.63
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 14300,4,F,1,4,4,KPTC,KPTC 216,10,0.63
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,3,W,1,4,4,KPTC,KPTC 107,10,0.5
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,5,R,1,4,4,KPTC,KPTC 107,10,0.5
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,W,1,4,4,K,K 301,10,0.63
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,M,1,4,4,K,K 302,10,0.63
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,M,1,4,4,K,K 311,10,0.63
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,W,1,4,4,K,K 311,10,0.63
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,F,1,4,4,K,K 211,10,0.63
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,6,F,1,4,4,KPTC,KPTC 107,9,0.45
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,7,F,1,4,4,KPTC,KPTC 107,9,0.45
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 14300,2,W,1,4,4,KPTC,KPTC 216,8,0.5
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 14300,12,W,1,4,4,KPTC,KPTC 216,8,0.5
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 14300,13,R,1,4,4,KPTC,KPTC 216,8,0.5
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,2,W,1,4,4,KPTC,KPTC 107,8,0.4
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 23200,,W,1,4,4,K,K 312,8,0.5
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,F,1,4,4,K,K 301,8,0.5
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,T,1,4,4,K,K 302,8,0.5
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,W,1,4,4,K,K 302,8,0.5
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,R,1,4,4,K,K 302,8,0.5
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,T,1,4,4,K,K 311,8,0.5
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,T,1,4,4,K,K 312,8,0.5
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,R,1,4,4,K,K 211,8,0.5
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 14300,14,F,1,4,4,KPTC,KPTC 216,7,0.44
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 23200,,R,1,4,4,K,K 312,7,0.44
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,T,1,4,4,K,K 301,7,0.44
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,R,1,4,4,K,K 301,7,0.44
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,R,1,4,4,K,K 311,7,0.44
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,F,1,4,4,K,K 312,7,0.44
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 14300,11,T,1,4,4,KPTC,KPTC 216,6,0.38
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 22200,,F,1,4,4,K,K 302,6,0.38
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 12300,,M,1,4,4,K,K 205,6,0.38
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,F,1,4,4,K,K 212,6,0.38
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 12300,,R,1,4,4,K,K 205,5,0.31
Teaching LabSm,1,2016-2Spring,GEOS,GEOS 21100,1,MWF,3,1,3,HGS,HGS 313,4,0.2
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 23200,,M,1,4,4,K,K 312,4,0.25
Teaching LabSm,1,2016-2Spring,CHEM,CHEM 11300,,F,1,4,4,K,K 205,4,0.25
Teaching LabSm,1,2016-2Spring,PHYS,PHYS 13300,4,R,1,4,4,KPTC,KPTC 107,3,0.15
Teaching Lab - Advanced,2,2016-2Spring,CHEM,,,M,1,4,4,J,J 104,12,1
Teaching Lab - Advanced,2,2016-2Spring,CHEM,,,M,1,4,4,K,K 305,12,1
Auditorium,0,2016-1Winter,PHSC,PHSC 10100,1,TR,2,1.5,3,HGS,HGS 101,97,0.9
Auditorium,0,2016-1Winter,PHYS,PHYS 18500,1,MWF,3,1,3,KPTC,KPTC 106,88,0.42
Auditorium,0,2016-1Winter,PHYS,PHYS 22500,1,MWF,3,1,3,HGS,HGS 101,83,0.77
Auditorium,0,2016-1Winter,PLSC,PLSC 21401,1,TR,2,1.5,3,K,K 107,78,0.27
Auditorium,0,2016-1Winter,PHYS,PHYS 21102,1,W,1,1.5,1.5,KPTC,KPTC 120,78,0.78
Auditorium,0,2016-1Winter,MATH,MATH 53016,1,M,1,2.5,2.5,HGS,HGS 101,73,0.68
LectureXL,0,2016-1Winter,LACS,LACS 16200,1,MW,2,1,2,HGS,HGS 101,48,0.44
LectureXL,0,2016-1Winter,PHSC,PHSC 12610,1,TR,2,1.5,3,HGS,HGS 101,47,0.44
LectureXL,0,2016-1Winter,CHEM,CHEM 12200,0,MWF,3,1,3,K,K 120,47,0.27
LectureXL,0,2016-1Winter,CHEM,CHEM 26700,1,TR,2,1.5,3,K,K 120,46,0.26
LectureXL,0,2016-1Winter,GEOS,GEOS 13900,1,MWF,3,1,3,HGS,HGS 101,43,0.4
LectureXL,0,2016-1Winter,PHYS,PHYS 14200,BB,TR,2,1.5,3,KPTC,KPTC 120,42,0.42
LectureXL,0,2016-1Winter,CMSC,CMSC 12200,2,MWF,3,1,3,KPTC,KPTC 106,42,0.2
LectureXL,0,2016-1Winter,CHEM,CHEM 26200,1,MWF,3,1,3,K,K 120,39,0.22
LectureXL,0,2016-1Winter,PHYS,PHYS 14200,AA,MWF,3,1,3,KPTC,KPTC 120,37,0.37
LectureLg,0,2016-1Winter,PHSC,PHSC 12710,1,MWF,3,1,3,HGS,HGS 101,34,0.31
LectureLg,0,2016-1Winter,PHYS,PHYS 13200,,T,1,1,1,KPTC,KPTC 120,26,0.26
LectureLg,0,2016-1Winter,PHSC,PHSC 11200,0,TR,2,1.5,3,KPTC,KPTC 120,26,0.26
LectureLg,0,2016-1Winter,PHYS,PHYS 12200,,M,1,1,1,KPTC,KPTC 120,24,0.24
LectureLg,0,2016-1Winter,CHEM,CHEM 23100,0,TR,2,1.5,3,K,K 120,23,0.13
LectureLg,0,2016-1Winter,PHYS,PHYS 13200,,W,1,1,1,KPTC,KPTC 120,22,0.22
LectureMed,0,2016-1Winter,SOSC,SOSC 14200,9,R,1,1.5,1.5,K,K 107,20,0.07
LectureMed,0,2016-1Winter,HIPS,HIPS 17300,1,TR,2,1.5,3,HGS,HGS 101,20,0.19
LectureMed,0,2016-1Winter,SOSC,SOSC 14200,1,R,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2016-1Winter,SOSC,SOSC 14200,3,R,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2016-1Winter,SOSC,SOSC 14200,6,R,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2016-1Winter,SOSC,SOSC 14200,7,R,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2016-1Winter,SOSC,SOSC 14200,8,R,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2016-1Winter,SOSC,SOSC 14200,2,R,1,1.5,1.5,K,K 107,18,0.06
LectureMed,0,2016-1Winter,SOSC,SOSC 14200,4,R,1,1.5,1.5,K,K 107,18,0.06
